page_type,url,options.result_url,options.resultQuery,job_title,weight,options.landing_min_time,options.landing_click
GoogleSearchResult,https://www.google.com/,allinone.com,,"Android Developer",50,78,No
GoogleSearchResult,https://www.google.com/,allinone.com,,"Android Developer",50,47,No
GoogleSearchResult,https://www.google.com/,allinone.com,,"Android Developer",50,33,No
GoogleSearchResult,https://www.google.com/,allinone.com,,"Android Developer",50,91,No
GoogleSearchResult,https://www.google.com/,allinone.com,,"Android Developer",50,95,No
GoogleSearchResult,https://www.google.com/,allinone.com,,"Android Developer",50,18,No
GoogleSearchResult,https://www.google.com/,allinone.com,,"Android Developer",50,29,No
GoogleSearchResult,https://www.google.com/,allinone.com,,"Android Developer",50,36,No
GoogleSearchResult,https://www.google.com/,allinone.com,,"Android Developer",50,97,No
GoogleSearchResult,https://www.google.com/,allinone.com,,"Android Developer",50,48,No
GoogleSearchResult,https://www.google.com/,allinone.com,,"Android Developer",50,15,No
GoogleSearchResult,https://www.google.com/,allinone.com,,"Android Developer",50,60,No
GoogleSearchResult,https://www.google.com/,allinone.com,,"Android Developer",50,86,No
GoogleSearchResult,https://www.google.com/,allinone.com,,"Android Developer",50,93,No
GoogleSearchResult,https://www.google.com/,allinone.com,,"Android Developer",50,63,No
GoogleSearchResult,https://www.google.com/,allinone.com,,"Android Developer",50,42,No
GoogleSearchResult,https://www.google.com/,allinone.com,,"Android Developer",50,17,No
GoogleSearchResult,https://www.google.com/,allinone.com,,"Android Developer",50,70,No
GoogleSearchResult,https://www.google.com/,pluckit.co.in,"Lorem-2 Ipsum is simply dummy text of the printing and typesetting industry.","Android Developer",50,39,Yes
GoogleSearchResult,https://www.google.com/,pluckit.co.in,"Ui Developer Lorem-3 Ipsum is simply dummy text of the printing and typesetting industry.","Android Developer",50,17,Yes
GoogleSearchResult,https://www.google.com/,pluckit.co.in,"Software Developer Lorem-2 Ipsum is simply dummy text of the printing and typesetting industry.","Android Developer",50,119,Yes
GoogleSearchResult,https://www.google.com/,pluckit.co.in,"Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem-3 Ipsum is simply dummy text of the printing and typesetting industry.","Android Developer",50,95,No
GoogleSearchResult,https://www.google.com/,pluckit.co.in,"Lorem Ipsum is simply dummy text of the printing and typesetting industry. Android Developer","Android Developer",50,111,No
GoogleSearchResult,https://www.google.com/,pluckit.co.in,,"Android Developer",50,52,No
GoogleSearchResult,https://www.google.com/,pluckit.co.in,,"Android Developer",50,21,No
GoogleSearchResult,https://www.google.com/,pluckit.co.in,,"Android Developer",50,53,No
GoogleSearchResult,https://www.google.com/,pluckit.co.in,,"Android Developer",50,107,No
GoogleSearchResult,https://www.google.com/,pluckit.co.in,,"Android Developer",50,68,No
GoogleSearchResult,https://www.google.com/,pluckit.co.in,,"Android Developer",50,39,No
GoogleSearchResult,https://www.google.com/,pluckit.co.in,,"Android Developer",50,42,No
GoogleSearchResult,https://www.google.com/,pluckit.co.in,,"Android Developer",50,74,No
GoogleSearchResult,https://www.google.com/,pluckit.co.in,,"Android Developer",50,91,No
GoogleSearchResult,https://www.google.com/,pluckit.co.in,,"Android Developer",50,95,No
GoogleSearchResult,https://www.google.com/,pluckit.co.in,,"Android Developer",50,52,No
GoogleSearchResult,https://www.google.com/,pluckit.co.in,,"Android Developer",50,90,No
GoogleSearchResult,https://www.google.com/,pluckit.co.in,,"Android Developer",50,109,No
GoogleSearchResult,https://www.google.com/,pluckit.co.in,,"Android Developer",50,66,No
GoogleSearchResult,https://www.google.com/,pluckit.co.in,,"Android Developer",50,74,No
GoogleSearchResult,https://www.google.com/,pluckit.co.in,,"Android Developer",50,56,No
GoogleSearchResult,https://www.google.com/,pluckit.co.in,,"Android Developer",50,116,No
GoogleSearchResult,https://www.google.com/,pluckit.co.in,,"Android Developer",50,36,No
GoogleSearchResult,https://www.google.com/,pluckit.co.in,,"Android Developer",50,85,No
GoogleSearchResult,https://www.google.com/,pluckit.co.in,,"Android Developer",50,41,No
GoogleSearchResult,https://www.google.com/,pluckit.co.in,,"Android Developer",50,73,No
GoogleSearchResult,https://www.google.com/,pluckit.co.in,,"Android Developer",50,12,No
GoogleSearchResult,https://www.google.com/,pluckit.co.in,,"Android Developer",50,43,No
GoogleSearchResult,https://www.google.com/,pluckit.co.in,,"Android Developer",50,103,No
GoogleSearchResult,https://www.google.com/,pluckit.co.in,,"Android Developer",50,26,No
GoogleSearchResult,https://www.google.com/,pluckit.co.in,,"Android Developer",50,25,No
GoogleSearchResult,https://www.google.com/,pluckit.co.in,,"Android Developer",50,16,No
GoogleSearchResult,https://www.google.com/,pluckit.co.in,,"Android Developer",50,78,No
GoogleSearchResult,https://www.google.com/,pluckit.co.in,,"Android Developer",50,53,No
GoogleSearchResult,https://www.google.com/,pluckit.co.in,,"Android Developer",50,14,No
GoogleSearchResult,https://www.google.com/,pluckit.co.in,,"Android Developer",50,60,No
GoogleSearchResult,https://www.google.com/,pluckit.co.in,,"Android Developer",50,34,No
GoogleSearchResult,https://www.google.com/,pluckit.co.in,,"Android Developer",50,116,No
GoogleSearchResult,https://www.google.com/,pluckit.co.in,,"Android Developer",50,18,No
GoogleSearchResult,https://www.google.com/,pluckit.co.in,,"Android Developer",50,13,No
GoogleSearchResult,https://www.google.com/,pluckit.co.in,,"Android Developer",50,65,No
GoogleSearchResult,https://www.google.com/,pluckit.co.in,,"Android Developer",50,72,No
GoogleSearchResult,https://www.google.com/,pluckit.co.in,,"Android Developer",50,38,No
GoogleSearchResult,https://www.google.com/,pluckit.co.in,,"Android Developer",50,57,No
GoogleSearchResult,https://www.google.com/,pluckit.co.in,,"Android Developer",50,108,No
GoogleSearchResult,https://www.google.com/,pluckit.co.in,,"Android Developer",50,82,No
GoogleSearchResult,https://www.google.com/,pluckit.co.in,,"Android Developer",50,109,No
GoogleSearchResult,https://www.google.com/,pluckit.co.in,,"Android Developer",50,43,No
GoogleSearchResult,https://www.google.com/,pluckit.co.in,,"Android Developer",50,69,No
GoogleSearchResult,https://www.google.com/,pluckit.co.in,,"Android Developer",50,38,No
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,"Lorem-3 Ipsum is simply dummy text of the printing and typesetting industry.","Android Developer",325,32,Yes
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,"Lorem-2 Ipsum is simply dummy text of the printing and typesetting industry.","Android Developer",325,70,Yes
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,"Lorem-2 Ipsum is simply dummy text of the printing and typesetting industry.","Android Developer",325,93,Yes
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,"Lorem-3 Ipsum is simply dummy text of the printing and typesetting industry.","Android Developer",325,34,Yes
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,"Lorem-3 Ipsum is simply dummy text of the printing and typesetting industry.","Android Developer",325,59,Yes
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,"Lorem-3 Ipsum is simply dummy text of the printing and typesetting industry.","Android Developer",325,84,Yes
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,"Lorem-1 Ipsum is simply dummy text of the printing and typesetting industry","Android Developer",325,100,Yes
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,"Test Brand Lorem-3 Ipsum is simply dummy text of the printing and typesetting industry.","Android Developer",325,76,Yes
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,"Software Developer Lorem-3 Ipsum is simply dummy text of the printing and typesetting industry.","Android Developer",325,27,Yes
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,"Ui Developer Lorem-3 Ipsum is simply dummy text of the printing and typesetting industry.","Android Developer",325,33,Yes
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,"Android Developer Lorem-3 Ipsum is simply dummy text of the printing and typesetting industry.","Android Developer",325,100,Yes
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,"Ui Developer Lorem-2 Ipsum is simply dummy text of the printing and typesetting industry.","Android Developer",325,63,Yes
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,"Android Developer Lorem-1 Ipsum is simply dummy text of the printing and typesetting industry","Android Developer",325,34,Yes
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,"Android Developer Lorem-2 Ipsum is simply dummy text of the printing and typesetting industry.","Android Developer",325,23,Yes
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,"Ui Developer Lorem-3 Ipsum is simply dummy text of the printing and typesetting industry.","Android Developer",325,10,Yes
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,"Software Developer Lorem-2 Ipsum is simply dummy text of the printing and typesetting industry.","Android Developer",325,66,Yes
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,"Test Secondary Lorem-1 Ipsum is simply dummy text of the printing and typesetting industry","Android Developer",325,74,Yes
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,"Test Secondary Lorem-3 Ipsum is simply dummy text of the printing and typesetting industry.","Android Developer",325,75,Yes
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,"Ui Developer Lorem-1 Ipsum is simply dummy text of the printing and typesetting industry","Android Developer",325,66,Yes
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,"Test Secondary Lorem-3 Ipsum is simply dummy text of the printing and typesetting industry.","Android Developer",325,82,Yes
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,"Software Developer Lorem-2 Ipsum is simply dummy text of the printing and typesetting industry.","Android Developer",325,59,Yes
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,"Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem-3 Ipsum is simply dummy text of the printing and typesetting industry.","Android Developer",325,58,Yes
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,"Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem-1 Ipsum is simply dummy text of the printing and typesetting industry","Android Developer",325,36,Yes
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,"Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem-1 Ipsum is simply dummy text of the printing and typesetting industry","Android Developer",325,101,Yes
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,"Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem-1 Ipsum is simply dummy text of the printing and typesetting industry","Android Developer",325,43,Yes
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,"Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem-1 Ipsum is simply dummy text of the printing and typesetting industry","Android Developer",325,24,Yes
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,"Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem-1 Ipsum is simply dummy text of the printing and typesetting industry","Android Developer",325,74,Yes
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,"Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem-1 Ipsum is simply dummy text of the printing and typesetting industry","Android Developer",325,97,Yes
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,"Lorem Ipsum is simply dummy text of the printing and typesetting industry. Software Developer","Android Developer",325,39,Yes
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,"Lorem Ipsum is simply dummy text of the printing and typesetting industry. Android Developer","Android Developer",325,25,Yes
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,"Lorem Ipsum is simply dummy text of the printing and typesetting industry. Test Brand","Android Developer",325,38,Yes
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,"Lorem Ipsum is simply dummy text of the printing and typesetting industry. Software Developer","Android Developer",325,88,Yes
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,"Lorem Ipsum is simply dummy text of the printing and typesetting industry. Android Developer","Android Developer",325,28,Yes
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,"Lorem Ipsum is simply dummy text of the printing and typesetting industry. Software Developer","Android Developer",325,45,No
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,"Lorem Ipsum is simply dummy text of the printing and typesetting industry. Test Brand","Android Developer",325,57,No
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,26,No
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,62,No
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,91,No
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,100,No
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,91,No
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,88,No
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,15,No
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,26,No
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,85,No
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,25,No
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,82,No
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,22,No
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,21,No
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,25,No
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,100,No
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,31,No
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,94,No
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,65,No
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,48,No
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,98,No
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,68,No
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,97,No
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,66,No
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,38,No
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,58,No
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,70,No
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,16,No
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,35,No
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,95,No
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,87,No
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,40,No
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,32,No
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,87,No
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,35,No
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,35,No
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,31,No
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,98,No
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,40,No
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,75,No
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,96,No
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,78,No
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,44,No
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,81,No
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,79,No
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,48,No
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,40,No
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,27,No
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,97,No
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,60,No
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,99,No
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,74,No
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,85,No
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,47,No
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,60,No
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,75,No
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,58,No
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,46,No
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,65,No
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,35,No
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,40,No
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,52,No
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,13,No
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,68,No
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,50,No
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,32,No
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,101,No
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,86,No
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,74,No
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,66,No
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,65,No
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,21,No
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,94,No
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,89,No
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,27,No
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,41,No
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,58,No
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,62,No
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,38,No
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,66,No
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,77,No
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,16,No
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,69,No
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,52,No
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,76,No
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,82,No
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,72,No
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,46,No
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,75,No
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,63,No
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,16,No
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,38,No
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,42,No
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,10,No
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,72,No
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,32,No
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,40,No
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,40,No
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,38,No
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,100,No
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,80,No
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,90,No
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,24,No
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,42,No
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,15,No
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,87,No
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,34,No
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,46,No
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,45,No
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,10,No
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,92,No
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,68,No
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,46,No
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,93,No
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,21,No
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,84,No
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,22,No
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,30,No
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,35,No
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,62,No
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,48,No
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,77,No
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,69,No
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,18,No
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,65,No
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,33,No
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,66,No
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,44,No
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,47,No
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,94,No
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,58,No
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,99,No
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,16,No
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,50,No
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,40,No
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,44,No
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,95,No
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,10,No
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,55,No
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,10,No
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,50,No
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,50,No
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,17,No
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,81,No
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,100,No
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,39,No
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,31,No
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,89,No
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,75,No
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,24,No
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,57,No
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,11,No
